Ride_Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Ride_Revenue,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Ride Month,Ride Day,Cancellation Flag,Ride_Date_Clean
7/9/2024,9:32:00 PM,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,200,NULL,0,0,0,#NAME?,Jul,Tue,1,7/9/2024
7/30/2024,10:14:00 AM,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,189,85,NULL,NULL,No,NULL,471,UPI,39,3.5,4,#NAME?,Jul,Tue,0,7/30/2024
7/13/2024,9:23:00 PM,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,287,125,NULL,NULL,No,NULL,442,UPI,37,4.1,4,#NAME?,Jul,Sat,0,7/13/2024
7/29/2024,7:56:00 PM,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,175,65,NULL,NULL,No,NULL,228,Cash,10,3.7,4,#NAME?,Jul,Mon,0,7/29/2024
7/24/2024,9:25:00 AM,CNR3165383119,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,232,NULL,0,0,0,#NAME?,Jul,Wed,1,7/24/2024
7/29/2024,11:15:00 PM,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,NULL,NULL,NULL,NULL,NULL,NULL,344,NULL,0,0,0,#NAME?,Jul,Mon,1,7/29/2024
7/8/2024,7:52:00 AM,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,266,65,NULL,NULL,No,NULL,2604,UPI,10,3.8,4,#NAME?,Jul,Mon,0,7/8/2024
7/16/2024,4:52:00 AM,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,210,120,NULL,NULL,No,NULL,274,Cash,37,3.1,4,#NAME?,Jul,Tue,0,7/16/2024
7/9/2024,1:07:00 PM,CNR1281921513,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,895,NULL,0,0,0,#NAME?,Jul,Tue,1,7/9/2024
7/26/2024,4:05:00 PM,CNR2959980296,Success,CID509309,Bike,Hosur Road,Richmond Town,91,60,NULL,NULL,No,NULL,279,Cash,34,4.5,3,#NAME?,Jul,Fri,0,7/26/2024
7/26/2024,11:32:00 PM,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,294,45,NULL,NULL,No,NULL,1946,Cash,16,3,4,#NAME?,Jul,Fri,0,7/26/2024
7/5/2024,4:23:00 AM,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,231,65,NULL,NULL,No,NULL,1024,UPI,4,4.8,4,#NAME?,Jul,Fri,0,7/5/2024
7/23/2024,10:25:00 AM,CNR8072285783,Canceled by Customer,CID652081,Prime Plus,Frazer Town,Sarjapur Road,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,294,NULL,0,0,0,#NAME?,Jul,Tue,1,7/23/2024
7/23/2024,7:44:00 PM,CNR8116331340,Success,CID777382,Auto,RT Nagar,Sarjapur Road,266,55,NULL,NULL,No,NULL,252,UPI,8,4,5,#NAME?,Jul,Tue,0,7/23/2024
7/28/2024,10:29:00 AM,CNR3491700602,Success,CID247449,Mini,Richmond Town,Langford Town,84,145,NULL,NULL,No,NULL,2542,UPI,2,3.5,4,#NAME?,Jul,Sun,0,7/28/2024
7/19/2024,3:04:00 PM,CNR2166456022,Success,CID930312,Mini,Yeshwanthpur,Indiranagar,266,75,NULL,NULL,No,NULL,1821,Cash,34,4.4,5,#NAME?,Jul,Fri,0,7/19/2024
7/12/2024,8:33:00 AM,CNR2177201692,Success,CID614111,Mini,Richmond Town,Yeshwanthpur,105,145,NULL,NULL,No,NULL,200,Cash,31,4.9,4,#NAME?,Jul,Fri,0,7/12/2024
7/16/2024,10:22:00 AM,CNR5755482161,Canceled by Driver,CID126097,Prime SUV,Koramangala,Indiranagar,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,152,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/25/2024,11:15:00 AM,CNR4484571820,Success,CID645793,Auto,HSR Layout,Hosur Road,133,145,NULL,NULL,No,NULL,2388,Cash,4,4.4,4,#NAME?,Jul,Thu,0,7/25/2024
7/28/2024,6:34:00 AM,CNR7377461832,Success,CID719814,eBike,Ulsoor,Padmanabhanagar,77,100,NULL,NULL,No,NULL,783,Cash,37,3.5,4,#NAME?,Jul,Sun,0,7/28/2024
7/3/2024,8:56:00 PM,CNR2363111317,Driver Not Found,CID665310,Prime Plus,Electronic City,KR Puram,NULL,NULL,NULL,NULL,NULL,NULL,208,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/17/2024,7:28:00 AM,CNR2976802436,Success,CID592039,Prime SUV,Tumkur Road,Cox Town,168,50,NULL,NULL,No,NULL,1181,UPI,10,3.4,5,#NAME?,Jul,Wed,0,7/17/2024
7/1/2024,3:29:00 AM,CNR8474873609,Canceled by Customer,CID968838,Prime Plus,HSR Layout,KR Puram,NULL,NULL,Change of plans,NULL,NULL,NULL,843,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/20/2024,1:53:00 PM,CNR1945536909,Success,CID796614,Auto,Sahakar Nagar,JP Nagar,224,80,NULL,NULL,No,NULL,441,Cash,7,3,3,#NAME?,Jul,Sat,0,7/20/2024
7/10/2024,2:02:00 AM,CNR8097291227,Success,CID734844,Prime Plus,Mysore Road,Rajajinagar,238,25,NULL,NULL,No,NULL,332,UPI,38,3.8,3,#NAME?,Jul,Wed,0,7/10/2024
7/12/2024,4:22:00 PM,CNR1433815646,Success,CID307267,Prime SUV,Banashankari,Marathahalli,42,65,NULL,NULL,No,NULL,832,Cash,11,3.4,4,#NAME?,Jul,Fri,0,7/12/2024
7/15/2024,6:58:00 AM,CNR5876056264,Success,CID568720,Prime SUV,Kadugodi,Shantinagar,231,30,NULL,NULL,No,NULL,1361,UPI,47,4,4,#NAME?,Jul,Mon,0,7/15/2024
7/4/2024,9:47:00 PM,CNR2943788515,Canceled by Driver,CID627311,Bike,Shantinagar,Ramamurthy Nagar,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,415,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/28/2024,7:06:00 AM,CNR5599931622,Success,CID822709,Prime SUV,Peenya,Frazer Town,42,55,NULL,NULL,No,NULL,747,Cash,28,3.8,3,#NAME?,Jul,Sun,0,7/28/2024
7/2/2024,1:54:00 AM,CNR6776927575,Success,CID817693,Bike,Hosur Road,Nagarbhavi,245,55,NULL,NULL,No,NULL,129,Cash,5,4.4,4,#NAME?,Jul,Tue,0,7/2/2024
7/10/2024,6:38:00 PM,CNR4880622143,Success,CID602848,eBike,Rajajinagar,Kammanahalli,98,100,NULL,NULL,No,NULL,296,UPI,34,3.3,4,#NAME?,Jul,Wed,0,7/10/2024
7/27/2024,3:13:00 AM,CNR2841702950,Success,CID268274,Auto,Sarjapur Road,Sarjapur Road,231,105,NULL,NULL,No,NULL,337,UPI,18,4.5,4,#NAME?,Jul,Sat,0,7/27/2024
7/9/2024,2:52:00 PM,CNR2747846957,Success,CID700413,Prime Sedan,Majestic,Malleshwaram,308,140,NULL,NULL,No,NULL,896,UPI,45,4,4,#NAME?,Jul,Tue,0,7/9/2024
7/5/2024,9:33:00 AM,CNR4795488474,Success,CID943263,Prime Sedan,Peenya,Frazer Town,189,60,NULL,NULL,No,NULL,151,Credit Card,11,4,5,#NAME?,Jul,Fri,0,7/5/2024
7/6/2024,10:00:00 AM,CNR6662649739,Success,CID295666,Auto,Ramamurthy Nagar,Banashankari,189,35,NULL,NULL,No,NULL,940,Debit Card,7,3.2,4,#NAME?,Jul,Sat,0,7/6/2024
7/10/2024,9:28:00 AM,CNR2524442918,Success,CID471692,Prime Plus,Hulimavu,RT Nagar,98,140,NULL,NULL,No,NULL,729,Credit Card,13,4.5,5,#NAME?,Jul,Wed,0,7/10/2024
7/1/2024,10:12:00 AM,CNR4977956798,Success,CID782900,Auto,Banashankari,Sarjapur Road,189,45,NULL,NULL,No,NULL,128,Cash,1,4.6,5,#NAME?,Jul,Mon,0,7/1/2024
7/26/2024,3:07:00 PM,CNR2002215420,Success,CID109502,Prime SUV,Whitefield,BTM Layout,77,75,NULL,NULL,No,NULL,274,Cash,42,4,3,#NAME?,Jul,Fri,0,7/26/2024
7/13/2024,4:23:00 AM,CNR9590311980,Success,CID957268,Auto,Bannerghatta Road,Tumkur Road,105,25,NULL,NULL,Yes,Customer Demand,352,Cash,8,5,4,#NAME?,Jul,Sat,0,7/13/2024
7/30/2024,5:14:00 AM,CNR3124565731,Success,CID578023,Auto,Basavanagudi,Chickpet,189,55,NULL,NULL,No,NULL,238,UPI,6,4.5,3,#NAME?,Jul,Tue,0,7/30/2024
7/20/2024,11:34:00 AM,CNR6090870401,Success,CID301446,Prime SUV,Ramamurthy Nagar,KR Puram,280,30,NULL,NULL,No,NULL,477,Cash,19,4.1,4,#NAME?,Jul,Sat,0,7/20/2024
7/23/2024,3:38:00 PM,CNR9405757355,Success,CID176162,Auto,Richmond Town,Banashankari,196,145,NULL,NULL,No,NULL,186,UPI,15,4.7,5,#NAME?,Jul,Tue,0,7/23/2024
7/1/2024,11:55:00 AM,CNR7078608984,Driver Not Found,CID926832,eBike,Shantinagar,Hebbal,NULL,NULL,NULL,NULL,NULL,NULL,117,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/10/2024,6:52:00 PM,CNR4166475803,Success,CID615978,Prime SUV,Banashankari,Yelahanka,168,90,NULL,NULL,No,NULL,193,UPI,13,3.8,3,#NAME?,Jul,Wed,0,7/10/2024
7/6/2024,12:51:00 PM,CNR3641224150,Success,CID431557,Mini,Majestic,Magadi Road,98,60,NULL,NULL,No,NULL,395,UPI,41,4.3,5,#NAME?,Jul,Sat,0,7/6/2024
7/14/2024,4:42:00 PM,CNR7307808711,Success,CID928859,Prime SUV,MG Road,BTM Layout,147,75,NULL,NULL,No,NULL,857,Cash,45,4.7,4,#NAME?,Jul,Sun,0,7/14/2024
7/16/2024,10:49:00 PM,CNR9207534980,Canceled by Driver,CID926602,Prime Plus,Whitefield,Kammanahalli,NULL,NULL,NULL,Customer related issue,NULL,NULL,819,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/13/2024,10:16:00 AM,CNR8478607960,Success,CID374876,Prime Sedan,Shivajinagar,BTM Layout,35,45,NULL,NULL,No,NULL,484,UPI,16,4.1,4,#NAME?,Jul,Sat,0,7/13/2024
7/4/2024,8:50:00 AM,CNR6867991693,Success,CID139968,Prime Plus,Bellandur,Indiranagar,84,70,NULL,NULL,No,NULL,648,Cash,3,4.9,5,#NAME?,Jul,Thu,0,7/4/2024
7/4/2024,11:55:00 AM,CNR4134417165,Success,CID298474,Bike,Ulsoor,Whitefield,196,130,NULL,NULL,No,NULL,153,Cash,20,4.1,4,#NAME?,Jul,Thu,0,7/4/2024
7/21/2024,1:50:00 AM,CNR6026842144,Success,CID533256,Prime SUV,Bannerghatta Road,Padmanabhanagar,70,140,NULL,NULL,No,NULL,232,Credit Card,28,4.3,5,#NAME?,Jul,Sun,0,7/21/2024
7/5/2024,8:41:00 AM,CNR1373400641,Canceled by Driver,CID137733,Mini,Shivajinagar,Kadugodi,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,478,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/1/2024,5:01:00 AM,CNR7756361076,Canceled by Driver,CID843494,Auto,Koramangala,Hebbal,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,850,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/6/2024,12:38:00 AM,CNR1058833099,Success,CID705304,Bike,Frazer Town,Jayanagar,294,75,NULL,NULL,No,NULL,673,Cash,25,4.1,4,#NAME?,Jul,Sat,0,7/6/2024
7/22/2024,12:46:00 PM,CNR8150133799,Driver Not Found,CID406881,eBike,Chickpet,HSR Layout,NULL,NULL,NULL,NULL,NULL,NULL,315,NULL,0,0,0,#NAME?,Jul,Mon,1,7/22/2024
7/20/2024,12:11:00 AM,CNR3136784868,Success,CID703583,Prime SUV,Shivajinagar,Indiranagar,63,125,NULL,NULL,No,NULL,1033,Cash,2,4.1,4,#NAME?,Jul,Sat,0,7/20/2024
7/17/2024,3:54:00 AM,CNR2919641369,Canceled by Customer,CID137586,Prime SUV,Tumkur Road,Langford Town,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,825,NULL,0,0,0,#NAME?,Jul,Wed,1,7/17/2024
7/23/2024,11:49:00 PM,CNR4311649934,Canceled by Customer,CID379072,Prime SUV,Sahakar Nagar,Hosur Road,NULL,NULL,Wrong Address,NULL,NULL,NULL,213,NULL,0,0,0,#NAME?,Jul,Tue,1,7/23/2024
7/28/2024,1:53:00 PM,CNR8258871692,Driver Not Found,CID804974,Auto,Peenya,Cox Town,NULL,NULL,NULL,NULL,NULL,NULL,125,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/29/2024,12:08:00 AM,CNR7844432925,Success,CID635965,Prime SUV,Electronic City,KR Puram,280,80,NULL,NULL,No,NULL,362,Cash,36,4.1,5,#NAME?,Jul,Mon,0,7/29/2024
7/3/2024,4:49:00 PM,CNR3149119791,Success,CID606573,Mini,Hebbal,Ulsoor,224,50,NULL,NULL,No,NULL,471,Credit Card,22,3.5,3,#NAME?,Jul,Wed,0,7/3/2024
7/1/2024,10:15:00 PM,CNR6545513695,Success,CID932866,Prime SUV,Kengeri,Devanahalli,252,125,NULL,NULL,No,NULL,163,UPI,23,4.3,4,#NAME?,Jul,Mon,0,7/1/2024
7/13/2024,3:12:00 AM,CNR6427297269,Success,CID418039,Mini,Shivajinagar,KR Puram,56,140,NULL,NULL,No,NULL,142,Cash,6,3.8,4,#NAME?,Jul,Sat,0,7/13/2024
7/25/2024,3:49:00 AM,CNR1684336791,Canceled by Customer,CID339379,Prime Plus,HSR Layout,Kengeri,NULL,NULL,AC is Not working,NULL,NULL,NULL,451,NULL,0,0,0,#NAME?,Jul,Thu,1,7/25/2024
7/5/2024,9:23:00 AM,CNR8107628541,Canceled by Customer,CID131079,Prime SUV,Peenya,Kadugodi,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,358,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/3/2024,6:16:00 PM,CNR8516392891,Success,CID214348,Prime Sedan,Shivajinagar,Kadugodi,308,60,NULL,NULL,No,NULL,365,Cash,36,4.9,4,#NAME?,Jul,Wed,0,7/3/2024
7/12/2024,12:38:00 PM,CNR5043217856,Canceled by Driver,CID298396,Auto,Sarjapur Road,Chamarajpet,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,752,NULL,0,0,0,#NAME?,Jul,Fri,1,7/12/2024
7/18/2024,5:39:00 PM,CNR7829903493,Canceled by Driver,CID459892,eBike,Indiranagar,Kammanahalli,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,531,NULL,0,0,0,#NAME?,Jul,Thu,1,7/18/2024
7/17/2024,10:51:00 PM,CNR4290294193,Canceled by Driver,CID451045,Auto,Richmond Town,Sahakar Nagar,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,111,NULL,0,0,0,#NAME?,Jul,Wed,1,7/17/2024
7/30/2024,5:37:00 PM,CNR4330381266,Success,CID215319,Auto,Banashankari,Rajarajeshwari Nagar,168,135,NULL,NULL,No,NULL,216,UPI,5,4.4,4,#NAME?,Jul,Tue,0,7/30/2024
7/11/2024,10:25:00 AM,CNR6146948780,Success,CID988392,eBike,Bannerghatta Road,Kammanahalli,196,125,NULL,NULL,No,NULL,147,UPI,39,3.3,3,#NAME?,Jul,Thu,0,7/11/2024
7/23/2024,6:51:00 AM,CNR4211386643,Canceled by Driver,CID351096,eBike,RT Nagar,HSR Layout,NULL,NULL,NULL,Customer related issue,NULL,NULL,433,NULL,0,0,0,#NAME?,Jul,Tue,1,7/23/2024
7/21/2024,4:24:00 PM,CNR5828080027,Success,CID562246,Prime Plus,Sarjapur Road,Banashankari,287,125,NULL,NULL,No,NULL,664,UPI,24,3.6,4,#NAME?,Jul,Sun,0,7/21/2024
7/24/2024,12:10:00 AM,CNR5043719137,Success,CID638458,Mini,Banashankari,Kammanahalli,98,50,NULL,NULL,No,NULL,159,UPI,40,4,5,#NAME?,Jul,Wed,0,7/24/2024
7/28/2024,4:31:00 PM,CNR2332223815,Success,CID557188,Mini,Whitefield,Ramamurthy Nagar,70,85,NULL,NULL,No,NULL,556,UPI,27,5,3,#NAME?,Jul,Sun,0,7/28/2024
7/24/2024,2:27:00 AM,CNR5863244684,Success,CID798517,eBike,Hebbal,HSR Layout,252,110,NULL,NULL,Yes,Customer Demand,184,Cash,2,4.3,4,#NAME?,Jul,Wed,0,7/24/2024
7/19/2024,10:54:00 PM,CNR2051641681,Success,CID776786,Auto,Ulsoor,Kadugodi,294,65,NULL,NULL,No,NULL,295,Cash,6,3.5,3,#NAME?,Jul,Fri,0,7/19/2024
7/4/2024,12:38:00 AM,CNR6963252366,Success,CID565564,Bike,Yeshwanthpur,Kadugodi,168,145,NULL,NULL,No,NULL,794,Cash,25,4.8,4,#NAME?,Jul,Thu,0,7/4/2024
7/2/2024,10:59:00 PM,CNR6561084640,Success,CID983895,Bike,Kengeri,Magadi Road,301,110,NULL,NULL,No,NULL,330,Cash,27,4,4,#NAME?,Jul,Tue,0,7/2/2024
7/3/2024,6:29:00 PM,CNR8606343558,Success,CID193075,Bike,Kadugodi,Yeshwanthpur,63,95,NULL,NULL,No,NULL,187,UPI,34,4.9,4,#NAME?,Jul,Wed,0,7/3/2024
7/24/2024,10:52:00 AM,CNR6129451090,Success,CID579290,Prime Sedan,Shantinagar,Bannerghatta Road,84,145,NULL,NULL,No,NULL,487,Cash,9,3.6,4,#NAME?,Jul,Wed,0,7/24/2024
7/19/2024,11:19:00 PM,CNR8991153488,Canceled by Driver,CID563608,eBike,Vijayanagar,Kadugodi,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,426,NULL,0,0,0,#NAME?,Jul,Fri,1,7/19/2024
7/14/2024,8:16:00 AM,CNR3555127202,Success,CID334563,Auto,Koramangala,Varthur,105,40,NULL,NULL,No,NULL,229,Cash,15,4.6,5,#NAME?,Jul,Sun,0,7/14/2024
7/30/2024,6:06:00 PM,CNR2478670622,Success,CID381271,Prime Plus,Hennur,Hosur Road,154,130,NULL,NULL,No,NULL,445,UPI,48,4.9,5,#NAME?,Jul,Tue,0,7/30/2024
7/29/2024,12:13:00 PM,CNR2637746164,Success,CID131513,Auto,Hebbal,Majestic,182,70,NULL,NULL,No,NULL,134,Cash,8,3.3,4,#NAME?,Jul,Mon,0,7/29/2024
7/16/2024,10:32:00 AM,CNR1098685369,Success,CID366678,Auto,Basavanagudi,Nagarbhavi,154,145,NULL,NULL,No,NULL,119,Cash,9,4.2,4,#NAME?,Jul,Tue,0,7/16/2024
7/2/2024,6:20:00 PM,CNR3013333422,Driver Not Found,CID377403,eBike,Kadugodi,Hennur,NULL,NULL,NULL,NULL,NULL,NULL,214,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/30/2024,9:17:00 AM,CNR6731320458,Success,CID470881,Prime Sedan,Hosur Road,Koramangala,77,25,NULL,NULL,No,NULL,113,Cash,14,4.9,4,#NAME?,Jul,Tue,0,7/30/2024
7/28/2024,10:17:00 AM,CNR1523677800,Canceled by Driver,CID967088,Prime SUV,Ramamurthy Nagar,Kammanahalli,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,362,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/9/2024,8:36:00 PM,CNR5683291566,Success,CID221217,Prime SUV,Sahakar Nagar,Indiranagar,119,25,NULL,NULL,No,NULL,545,UPI,6,3.3,5,#NAME?,Jul,Tue,0,7/9/2024
7/11/2024,10:28:00 AM,CNR9411398805,Success,CID416695,Prime Plus,Padmanabhanagar,RT Nagar,287,95,NULL,NULL,No,NULL,498,Cash,11,3.2,4,#NAME?,Jul,Thu,0,7/11/2024
7/15/2024,10:51:00 PM,CNR7845975089,Driver Not Found,CID221620,Bike,RT Nagar,Ulsoor,NULL,NULL,NULL,NULL,NULL,NULL,117,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/3/2024,10:59:00 PM,CNR3855977560,Canceled by Driver,CID634914,Prime Sedan,Hulimavu,Richmond Town,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,230,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/25/2024,1:44:00 AM,CNR6774178719,Success,CID902361,eBike,KR Puram,Marathahalli,105,35,NULL,NULL,No,NULL,304,Cash,28,3.6,3,#NAME?,Jul,Thu,0,7/25/2024
7/27/2024,1:10:00 PM,CNR4046969463,Canceled by Driver,CID788327,Prime Plus,Koramangala,Devanahalli,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,318,NULL,0,0,0,#NAME?,Jul,Sat,1,7/27/2024
7/1/2024,9:22:00 PM,CNR4475747544,Success,CID337010,Prime Sedan,Chickpet,Langford Town,259,95,NULL,NULL,No,NULL,130,Cash,18,3.1,5,#NAME?,Jul,Mon,0,7/1/2024
7/7/2024,4:37:00 PM,CNR5165798104,Success,CID831932,Bike,Bannerghatta Road,Koramangala,189,75,NULL,NULL,No,NULL,419,Cash,12,4.7,4,#NAME?,Jul,Sun,0,7/7/2024
7/5/2024,3:15:00 PM,CNR4392965412,Canceled by Driver,CID966732,Prime SUV,Kammanahalli,Richmond Town,NULL,NULL,NULL,Customer related issue,NULL,NULL,399,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/22/2024,7:30:00 PM,CNR1167401662,Driver Not Found,CID981323,Mini,JP Nagar,Hulimavu,NULL,NULL,NULL,NULL,NULL,NULL,2900,NULL,0,0,0,#NAME?,Jul,Mon,1,7/22/2024
7/27/2024,11:39:00 AM,CNR2822610940,Success,CID301559,Bike,Mysore Road,Yelahanka,168,70,NULL,NULL,No,NULL,121,Cash,31,4.2,3,#NAME?,Jul,Sat,0,7/27/2024
7/14/2024,1:07:00 AM,CNR6691577601,Success,CID983207,Prime Sedan,MG Road,RT Nagar,189,90,NULL,NULL,No,NULL,107,UPI,27,3.5,3,#NAME?,Jul,Sun,0,7/14/2024
7/17/2024,9:09:00 PM,CNR9445908039,Canceled by Customer,CID921864,Mini,Hosur Road,Banashankari,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,424,NULL,0,0,0,#NAME?,Jul,Wed,1,7/17/2024
7/21/2024,8:34:00 PM,CNR3423157511,Canceled by Driver,CID704228,Bike,Electronic City,Nagarbhavi,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,307,NULL,0,0,0,#NAME?,Jul,Sun,1,7/21/2024
7/19/2024,5:32:00 PM,CNR1324239592,Success,CID647625,eBike,KR Puram,Kammanahalli,119,70,NULL,NULL,No,NULL,583,Cash,40,4.5,4,#NAME?,Jul,Fri,0,7/19/2024
7/5/2024,1:18:00 AM,CNR8086928686,Canceled by Driver,CID506037,Mini,Nagarbhavi,MG Road,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,325,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/22/2024,5:44:00 AM,CNR3412387949,Success,CID786300,Prime Sedan,Majestic,Hulimavu,154,140,NULL,NULL,No,NULL,216,UPI,33,4.4,4,#NAME?,Jul,Mon,0,7/22/2024
7/7/2024,6:55:00 AM,CNR9728294566,Canceled by Driver,CID444964,Mini,Indiranagar,Whitefield,NULL,NULL,NULL,Customer related issue,NULL,NULL,337,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/17/2024,9:06:00 PM,CNR3797886537,Success,CID692922,Prime SUV,KR Puram,Yeshwanthpur,196,120,NULL,NULL,No,NULL,373,Cash,26,4.6,4,#NAME?,Jul,Wed,0,7/17/2024
7/16/2024,3:12:00 AM,CNR2918335042,Canceled by Customer,CID267651,Bike,Magadi Road,Vijayanagar,NULL,NULL,Change of plans,NULL,NULL,NULL,121,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/23/2024,8:56:00 AM,CNR7683288053,Success,CID472301,Prime Plus,Vijayanagar,KR Puram,140,135,NULL,NULL,No,NULL,584,UPI,18,3.1,3,#NAME?,Jul,Tue,0,7/23/2024
7/30/2024,4:29:00 AM,CNR7308621555,Canceled by Customer,CID255257,Mini,Sahakar Nagar,Whitefield,NULL,NULL,AC is Not working,NULL,NULL,NULL,372,NULL,0,0,0,#NAME?,Jul,Tue,1,7/30/2024
7/1/2024,11:33:00 PM,CNR6893200456,Canceled by Driver,CID590573,Prime SUV,Whitefield,Rajarajeshwari Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,482,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/28/2024,1:48:00 AM,CNR8506315424,Canceled by Customer,CID384102,Mini,Hosur Road,Peenya,NULL,NULL,Wrong Address,NULL,NULL,NULL,169,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/7/2024,5:42:00 AM,CNR6289456005,Driver Not Found,CID341767,Bike,Malleshwaram,Malleshwaram,NULL,NULL,NULL,NULL,NULL,NULL,655,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/26/2024,10:10:00 AM,CNR3652386033,Success,CID718764,Bike,Jayanagar,MG Road,119,30,NULL,NULL,No,NULL,398,UPI,4,3.3,3,#NAME?,Jul,Fri,0,7/26/2024
7/24/2024,11:32:00 AM,CNR7500140086,Success,CID711398,Prime SUV,Langford Town,Tumkur Road,154,90,NULL,NULL,No,NULL,198,Cash,2,3.3,4,#NAME?,Jul,Wed,0,7/24/2024
7/15/2024,9:55:00 AM,CNR9206491878,Driver Not Found,CID219381,Prime Sedan,Rajajinagar,Padmanabhanagar,NULL,NULL,NULL,NULL,NULL,NULL,482,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/29/2024,3:17:00 AM,CNR1508971604,Success,CID902685,Prime Sedan,Hebbal,BTM Layout,238,140,NULL,NULL,No,NULL,305,UPI,23,3.8,4,#NAME?,Jul,Mon,0,7/29/2024
7/3/2024,3:14:00 PM,CNR4004898445,Canceled by Driver,CID501660,Mini,Peenya,Padmanabhanagar,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,294,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/6/2024,7:14:00 AM,CNR8826275068,Success,CID257693,Prime Sedan,Richmond Town,Tumkur Road,252,65,NULL,NULL,No,NULL,161,Cash,5,4.1,4,#NAME?,Jul,Sat,0,7/6/2024
7/2/2024,1:18:00 PM,CNR9942066704,Canceled by Driver,CID908062,Prime Sedan,Yelahanka,Sarjapur Road,NULL,NULL,NULL,Customer related issue,NULL,NULL,404,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/1/2024,10:09:00 AM,CNR2361275900,Success,CID429569,Auto,Magadi Road,Peenya,126,60,NULL,NULL,No,NULL,169,Cash,12,4.7,4,#NAME?,Jul,Mon,0,7/1/2024
7/3/2024,9:20:00 AM,CNR4419040819,Success,CID644474,Bike,Kengeri,Devanahalli,56,45,NULL,NULL,No,NULL,501,UPI,49,4.5,3,#NAME?,Jul,Wed,0,7/3/2024
